0032,覚醒ミスタリア,武将,風,,キャスター,110,36,36,32,26,女人樹獣蟲,魔死飛蟲毒,魔術従事,24,S,12,食料,22,杖,法衣,糧食,計略,秩序,,,,,絶対治療,0,標的後逸,0,師団活性,30,超魔術陣,10,戦術補助,150,対術結界,100,専守防衛,0,術式増幅,25,地形無効,0,超魔術砲,5,知力支配,30,ブレイダー,Lv2,無限華弾,キャスター,Lv3,セフィロート,キャスター,Lv3,精霊音階,デストロイヤー,Lv4,メテオリート,ヒーラー,Lv5,ユグドラシル,メイン,4207,118,118,108,93,
0033,悪ミスタリア,武将,風,闇,キャスター,110,72,42,36,24,女魔樹獣蟲毒,神死飛男毒,魔術従事,24,S,14,食料,24,杖,法衣,糧食,計略,秩序,,,,,魅了攻撃,2,標的後逸,0,師団支配,20,大強酸陣,20,戦術妨害,100,対術結界,80,次元斬撃,35,術式増幅,25,地形無効,0,超毒気砲,0,知力弱体,60,ランサー,Lv2,毒薔薇の棘,キャスター,Lv2,ブラッドベリ,キャスター,Lv3,精霊惨劇,デストロイヤー,Lv4,暗黒樹の磔刑,デストロイヤー,Lv5,グリムリーパー,メイン,4207,208,133,118,88,
0041,ヒミカ,武将,水,,ガーダー,110,36,72,22,18,女人神海,魔死獣炎夜,商業従事,24,S,8,食料,18,法衣,道具,糧食,防備,秩序,,,,,防御布陣,30,解呪治療,0,グルメ魂,5,前進防御,0,専守防衛,0,至高の盾,35,堅守体躯,50,十字無効,0,堅守体躯,5,全域無効,0,バリアー,7,ランサー,Lv2,鏡面結界・刃桜,デストロイヤー,Lv3,竜呑ノ鳴門,キャスター,Lv3,桜花万華鏡,ガーダー,Lv3,大呪法・日輪天照,キャスター,Lv5,神鏡結界・天津甕星,メイン,4207,118,208,83,73,
0042,覚醒ヒミカ,武将,水,,ガーダー,115,44,88,32,22,女人神海,魔死獣炎蟲夜,商業従事,24,S,12,食料,22,法衣,道具,糧食,防備,秩序,,,,,防御布陣,60,絶対治療,0,グルメ魂,6,前進防御,0,専守防衛,0,至高の盾,55,神魔体躯,65,範囲無効,0,堅守体躯,5,対術結界,100,バリアー,12,ランサー,Lv2,鏡面結界・刃桜,デストロイヤー,Lv3,聖光縛縄,キャスター,Lv3,死返玉鏡,ガーダー,Lv4,大呪法・日輪天照,キャスター,Lv5,神鏡結界・天津甕星改,メイン,4398,138,248,108,83,
0043,悪ヒミカ,武将,水,闇,ガーダー,115,88,68,54,20,女魔神海,魔死獣炎人夜器,商業従事,24,S,14,食料,24,法衣,道具,糧食,防備,秩序,,,,,防御布陣,40,遠隔無効,0,グルメ魂,6,反撃倍加,9,専守防衛,0,次元障壁,55,神魔体躯,65,範囲無効,0,堅守体躯,5,砲撃結界,100,バリアー,10,ランサー,Lv2,鏡面結界・刃凶,デストロイヤー,Lv3,黒天縛縄,キャスター,Lv3,反鏡・曼荼羅,ヒーラー,Lv4,大呪法・紅蓮転生,ヒーラー,Lv5,邪鏡結界・天岩戸,メイン,4398,248,198,163,78,
0101,リンリン,武将,水,,ランサー,110,60,72,36,4,女魔器海毒,獣陸神樹人,軍事従事,3,S,5,マナ,15,鞭,装飾,糧食,進撃,混沌,,,,,カブト割,25,自爆結界,65,特攻防御,40,大強酸陣,6,多段攻撃,3,反撃耐性,60,無形体躯,40,側面攻撃,8,側面攻撃,5,確率追撃,100,勇猛果敢,0,ブレイダー,Lv2,リンリンブレード,デストロイヤー,Lv3,ドロドロシャワー,キャスター,Lv3,リンリンシールド,ヒーラー,Lv4,分身リンリン合体,ブレイダー,Lv5,スーパーリンリン乱舞,メイン,4207,178,208,118,38,
0102,覚醒リンリン,武将,水,闇,ランサー,115,72,86,48,8,女魔器海毒超,獣陸神樹人,軍事従事,3,S,10,マナ,20,鞭,装飾,糧食,進撃,混沌,,,,,カブト割,50,自爆結界,100,特攻防御,100,大強酸陣,12,多段攻撃,4,反撃耐性,90,無形体躯,50,側面攻撃,15,側面攻撃,5,確率追撃,150,血の起源,30,ブレイダー,Lv2,リンリンブレード,デストロイヤー,Lv3,ドロドロシャワー,キャスター,Lv3,リンリンシールド,ヒーラー,Lv4,分身リンリン合体,ブレイダー,Lv5,スーパーリンリン乱舞,メイン,4398,208,243,148,48,
0111,ルーリエ,武将,土,,キャスター,100,1,10,8,16,女人器,,工業従事,24,S,4,食料,14,装飾,道具,糧食,計略,自由,,,,,奇襲警戒,24,行動増加,2,グルメ魂,8,絶対治療,0,側面無効,0,対術結界,40,武具研磨,40,遠隔攻撃,0,削減治療,0,専守防衛,0,トレハン,36,キャスター,Lv1,プリズム・ライト,キャスター,Lv2,小さき斥候,ランサー,Lv2,宝石獣召喚,ヒーラー,Lv3,愛情料理,キャスター,Lv4,プリズム・プレイア,メイン,3825,31,53,48,68,
0112,覚醒ルーリエ,武将,土,,キャスター,105,1,14,16,22,女人器,,工業従事,24,S,8,食料,18,装飾,道具,糧食,計略,自由,,,,,奇襲警戒,60,行動増加,3,グルメ魂,10,絶対治療,0,側面無効,0,対術結界,100,武具研磨,100,専守防衛,0,削減治療,0,削減治療,0,トレハン,72,キャスター,Lv1,プリズム・ライト,キャスター,Lv2,小さき斥候,ランサー,Lv2,宝石竜召喚,ヒーラー,Lv3,愛情料理,キャスター,Lv4,プリズム・プレイア,メイン,4016,31,63,68,83,
0121,アリス,武将,闇,,キャスター,105,26,24,18,20,女魔夜飛,神夜,魔術従事,24,S,5,マナ,15,法衣,道具,糧食,計略,混沌,,,,,師団指揮,20,平等治癒,15,絶対治療,0,対術結界,50,砲撃結界,40,戦術結界,35,リバイブ,15,遠隔攻撃,0,リカバリ,10,専守防衛,0,大魔術陣,12,ブレイダー,Lv1,フレイム・バレット,ヒーラー,Lv3,暗月の癒し,デストロイヤー,Lv3,真紅の涙雨,ランサー,Lv3,ダーク・ボルト,ヒーラー,Lv5,暗月の福音,メイン,4016,93,88,73,78,
0122,覚醒アリス,武将,闇,,キャスター,110,42,28,32,24,女魔夜飛,神夜,魔術従事,24,S,10,マナ,20,法衣,道具,糧食,計略,混沌,,,,,師団指揮,25,平等治癒,20,絶対治療,0,対術結界,75,砲撃結界,60,戦術結界,50,リバイブ,25,専守防衛,0,リカバリ,10,戦術補助,200,大魔術陣,22,ブレイダー,Lv2,フレイム・バレット,ヒーラー,Lv3,暗月の癒し,デストロイヤー,Lv3,真紅の涙雨,ランサー,Lv4,ダーク・ボルト,ヒーラー,Lv5,暗月の福音,メイン,4207,133,98,108,88,
0131,トゥリン,武将,風,,シューター,105,64,36,72,6,女人樹器雷,魔死獣飛,農業従事,20,S,6,食料,16,射撃,装飾,糧食,乱戦,自由,,,,,戦意高揚,100,樹霊支配,20,雷撃砲弾,5,確率追撃,100,夜戦適応,0,イベイド,75,遠隔攻撃,0,全域攻撃,0,カブト割,5,集約攻撃,0,乾坤一擲,20,ブレイダー,Lv2,エレメント・アロー,ランサー,Lv3,ライトニング・レイ,キャスター,Lv3,ハンターズ・サイト,デストロイヤー,Lv4,波状流星弾,ブレイダー,Lv4,ウラノ・マキナ,メイン,4016,188,118,208,43,
0132,覚醒トゥリン,武将,風,,シューター,110,80,42,86,9,女人樹器雷,魔死獣器飛,農業従事,20,S,11,食料,21,射撃,装飾,糧食,乱戦,自由,,,,,戦意高揚,200,樹霊支配,30,雷撃砲弾,8,確率追撃,160,夜戦適応,0,イベイド,90,次元斬撃,25,全域攻撃,0,カブト割,5,集約攻撃,0,乾坤一擲,30,ブレイダー,Lv1,エレメント・アロー,ランサー,Lv3,ライトニング・レイ,キャスター,Lv3,ハンターズ・サイト,デストロイヤー,Lv4,波状流星弾,ブレイダー,Lv5,ウラノ・マキナ,メイン,4207,228,133,243,51,
0141,イザヨイ,武将,闇,,ブレイダー,100,58,62,74,9,女人海毒夜,人魔死騎飛,商業従事,24,S,6,食料,16,片手,法衣,糧食,乱戦,自由,,,,,側面攻撃,15,多段攻撃,4,致命必殺,100,虹の毒撃,10,反撃耐性,60,挑発行為,0,次元障壁,50,夜行支配,30,イベイド,15,強制異常,25,大毒気陣,10,デストロイヤー,Lv2,影縛りの術,ランサー,Lv2,秘刃・影野薔薇,キャスター,Lv3,霊獣招来,ブレイダー,Lv3,秘刃・凍雲,ランサー,Lv5,式人一体・霊獣憑依,メイン,3825,173,183,213,51,
0142,覚醒イザヨイ,武将,闇,,ブレイダー,110,64,66,90,12,女人海毒夜,人魔死騎飛超,商業従事,24,S,11,食料,21,片手,法衣,糧食,乱戦,自由,,,,,側面攻撃,30,多段攻撃,5,致命必殺,200,虹の毒撃,20,反撃耐性,90,挑発行為,0,次元障壁,90,夜行支配,50,イベイド,15,強制異常,40,大毒気陣,15,デストロイヤー,Lv2,影縛りの術,ランサー,Lv2,秘刃・影野薔薇,キャスター,Lv3,霊獣招来,ブレイダー,Lv3,秘刃・凍雲,ランサー,Lv5,式人一体・霊獣憑依,メイン,4207,188,193,253,58,
0205,アルカーラ,武将,光,,ランサー,115,93,88,56,12,女神騎飛,魔魔死毒,医療従事,3,S,20,食料,30,斧槍,法衣,糧食,計略,秩序,,,,,大神術陣,20,平等治癒,15,心核穿ち,30,致命必殺,75,次元斬撃,25,必殺増加,25,堅守体躯,40,特攻防御,50,側面攻撃,5,神族指揮,15,リバイブ,35,ランサー,Lv2,ホーリー・レイ,キャスター,Lv3,ホーリー・ワード,ヒーラー,Lv3,シヴィル・スティグマ,ブレイダー,Lv3,ゴッド・ジャベリン,デストロイヤー,Lv5,ヘヴン・パニッシュ,その他,4398,260,248,168,58,
0151,イーニア,武将,火,,デストロイヤー,115,96,68,61,7,女魔竜飛,人神魔飛,軍事従事,3,S,9,マナ,19,爪,法衣,糧食,進撃,自由,,,,,カブト割,35,集約攻撃,0,狂奔の牙,12,確率追撃,100,イベイド,80,竜鱗守護,80,堅守体躯,60,竜歌覚醒,15,竜鱗守護,20,飛行支配,20,乾坤一擲,25,ブレイダー,Lv2,レイジング・クロー,ランサー,Lv2,ドラゴン・ブリッツ,キャスター,Lv3,竜麗舞踊,デストロイヤー,Lv3,バースト・ロア,ブレイダー,Lv4,竜爪乱舞イストミア,メイン,4398,268,198,180,46,
0152,覚醒イーニア,武将,火,,デストロイヤー,120,113,87,74,9,女魔竜飛,人神魔飛,軍事従事,3,S,14,マナ,24,爪,法衣,糧食,進撃,自由,,,,,カブト割,50,集約攻撃,0,狂奔の牙,16,確率追撃,160,イベイド,100,竜鱗守護,100,神魔体躯,60,竜歌共鳴,15,竜鱗守護,20,竜族指揮,20,乾坤一擲,40,ブレイダー,Lv2,レイジング・クロー,ランサー,Lv2,ドラゴン・ブリッツ,キャスター,Lv3,竜麗舞踊,デストロイヤー,Lv3,バースト・ロア,ブレイダー,Lv4,竜爪乱舞イストミア,メイン,4590,310,245,213,51,
0310,ハリアル,武将,光,,キャスター,115,58,104,28,26,女神炎飛超,魔死毒夜夜,医療従事,3,S,32,食料,42,杖,法衣,糧食,防備,秩序,,,,,全域攻撃,0,次元斬撃,40,超神術陣,15,軍団治癒,15,太陽信仰,300,夜戦適応,0,神魔体躯,55,神族活性,50,絶対治療,0,神族指揮,25,地形無効,0,ヒーラー,Lv2,慈愛の光,キャスター,Lv1,ゴッド・リブラ,キャスター,Lv3,福音の光翼,キャスター,Lv4,黄金のサンクチュアリ,デストロイヤー,Lv5,太陽創生,クリア,4398,173,287,98,93,
0208,勇者テリオン,武将,火,,ブレイダー,115,90,90,46,2,男人神騎,魔魔飛死魔,軍事従事,3,S,20,食料,30,片手,鎧,糧食,乱戦,秩序,,,,,戦意高揚,150,必殺増加,25,致命必殺,75,確率追撃,200,側面攻撃,25,吸血攻撃,25,神魔体躯,50,英雄覇気,12,カブト割,5,心核穿ち,50,戦術妨害,150,ブレイダー,Lv2,ハード・スラッシュ,キャスター,Lv3,極聖の鼓舞,ガーダー,Lv3,ソウルイーター,ランサー,Lv3,ディバイン・ブレイド,デストロイヤー,Lv5,エクスティンクション,その他,4398,253,253,143,33,
0309,ジルディス,武将,光,,シューター,120,97,72,68,22,男魔竜雷毒飛,人魔神竜飛,工業従事,24,S,10,マナ,20,杖,道具,糧食,計略,自由,,,,,竜族活性,35,遠隔攻撃,0,全域攻撃,0,異常耐性,0,多段攻撃,4,イベイド,90,堅守体躯,50,術式増幅,20,開幕砲弾,10,大毒気陣,14,超雷撃陣,10,ランサー,Lv2,チェイン・スパーク,キャスター,Lv2,ストーン・ウォール,キャスター,Lv3,帯電する竜爪,ランサー,Lv4,群竜招来,デストロイヤー,Lv5,ハリケーン・バースト,クリア,4590,270,208,198,83,
0161,エリシャ,武将,闇,,キャスター,110,48,28,63,21,女人死夜,,魔術従事,24,S,8,マナ,18,杖,法衣,糧食,計略,秩序,,,,,死の軍勢,20,対術結界,50,魔族医療,25,リバイブ,25,標的後逸,0,異常耐性,0,神魔体躯,30,大毒気陣,25,対術結界,10,死者指揮,20,戦術妨害,100,デストロイヤー,Lv2,冥府の風,ヒーラー,Lv3,ネクタールの雫,ヒーラー,Lv3,クルの法典,ガーダー,Lv4,記憶に沈む眠り,デストロイヤー,Lv4,アルラートの悲嘆,メイン,4207,148,98,185,81,
0162,冥界の巫女エリシャ,武将,闇,,キャスター,115,58,32,68,28,女人死夜,,魔術従事,24,S,16,マナ,26,杖,法衣,糧食,計略,秩序,,,,,死の軍勢,30,対術結界,75,魔族医療,40,リバイブ,40,標的後逸,0,異常耐性,0,神魔体躯,40,超毒気陣,14,対術結界,10,死者指揮,25,運命の輪,20,デストロイヤー,Lv2,冥府の風,ヒーラー,Lv3,ネクタールの雫,ヒーラー,Lv3,クルの法典,ガーダー,Lv4,記憶に沈む眠り,デストロイヤー,Lv4,アルラートの悲嘆,メイン,4398,173,108,198,98,
0312,ネルガル,武将,闇,,ガーダー,150,150,120,52,15,男魔死騎夜,全,軍事従事,3,S,28,マナ,38,両手,鎧,糧食,進撃,破滅,,,,,カブト割,75,死の軍勢,40,前進防御,0,運命改変,20,巨人狩り,100,至高の盾,50,神魔体躯,60,術式増幅,20,地形無効,0,反撃倍加,10,必殺増加,25,デストロイヤー,Lv3,テラー・グラウンド,キャスター,Lv3,デス・ストリーク,キャスター,Lv4,アビサル・センス,デストロイヤー,Lv5,ソウル・クラッシュ,ブレイダー,Lv5,ソウル・ブレイカー,クリア,5737,402,327,158,66,
0314,エンキドゥ,武将,闇,,ガーダー,150,170,150,86,17,男魔死騎夜超,全,軍事従事,3,S,38,マナ,48,両手,鎧,糧食,進撃,破滅,,,,,対術吸収,50,英雄覇気,20,十字攻撃,0,多段攻撃,5,心核穿ち,100,次元障壁,50,神魔体躯,65,加速進化,15,地形無効,0,次元斬撃,45,運命の輪,25,デストロイヤー,Lv3,ブレイド・ストーム,キャスター,Lv3,エンカレッジメント,キャスター,Lv4,ゴッド・センス,デストロイヤー,Lv5,ソウル・クラッシュ,ブレイダー,Lv5,ソウル・ブレイカー,クリア,5737,452,402,243,71,
0311,冥神エレシュキガル,武将,闇,,シューター,160,150,130,35,25,女竜神飛死夜超,人魔神竜獣,魔術従事,28,S,42,マナ,52,鞭,法衣,糧食,乱戦,破滅,,,,,報復の牙,29,自爆障壁,70,多段攻撃,6,カブト割,74,心核穿ち,334,次元障壁,35,神魔体躯,65,死の軍勢,40,地形無効,0,超毒気陣,20,死者指揮,30,デストロイヤー,Lv2,冥府叫嵐,ガーダー,Lv2,ディスペア・シャドウ,ヒーラー,Lv5,魂魄流転,ブレイダー,Lv4,グラガンナの屍炎,デストロイヤー,Lv4,クルヌギア,クリア,6120,402,352,116,91,
0301,バース,武将,土,,キャスター,105,24,36,28,22,男人突,魔器毒,工業従事,24,S,8,食料,18,法衣,道具,糧食,計略,秩序,,,,,奇襲警戒,36,行動増加,1,大魔術陣,14,器兵支配,30,側面無効,0,対術結界,60,武具研磨,60,専守防衛,0,対術結界,10,削減治療,0,撃破金運,9,キャスター,Lv2,クリスタル・ライト,ランサー,Lv3,水晶竜召喚,デストロイヤー,Lv4,アルケミック・バーン,,,,,,,クリア,4016,88,118,98,83,
0302,亡者バース,武将,土,闇,キャスター,115,60,48,32,1,男人器死超,神器人毒,,0,S,13,マナ,23,法衣,道具,糧食,計略,混沌,,,,,戦術妨害,100,封印攻撃,0,大毒気陣,20,対術吸収,50,砲撃吸収,50,リカバリ,50,無形体躯,50,専守防衛,0,大毒気陣,5,超毒気砲,10,強制異常,40,ランサー,Lv2,ダーティ・ライト,ランサー,Lv3,邪晶竜召喚,デストロイヤー,Lv4,亡者の焦熱,,,,,,,クリア,4398,178,148,108,31,
0303,マクヴァーン,武将,風,,ブレイダー,110,82,68,56,9,男人樹騎,魔獣飛毒,農業従事,20,S,8,食料,18,片手,杖,糧食,計略,秩序,,,,,戦術補助,50,側面攻撃,15,大魔術陣,14,樹霊支配,30,必殺増加,40,致命必殺,65,堅守体躯,40,異常耐性,0,必殺増加,10,確率追撃,100,解除攻撃,0,ブレイダー,Lv2,エレメンタル・ソード,キャスター,Lv3,ツリー・シュラウド,デストロイヤー,Lv4,ステラ・ストリーム,,,,,,,クリア,4207,233,198,168,51,
0304,不死者マクヴァーン,武将,風,闇,ブレイダー,125,96,74,62,6,男魔樹騎死夜,人魔神獣飛,,0,S,13,マナ,23,片手,杖,糧食,計略,破滅,,,,,師団弱体,20,大毒気陣,12,多段攻撃,4,パリング,70,虹の毒撃,10,リカバリ,50,無形体躯,50,特攻防御,50,大毒気陣,5,確率追撃,100,強制異常,40,ブレイダー,Lv2,カースド・セイバー,キャスター,Lv3,ロトン・クラウド,デストロイヤー,Lv4,フォーリング・スター,,,,,,,クリア,4781,268,213,183,43,
0305,柳城正景,武将,水,,ブレイダー,115,92,68,48,9,男人海騎,魔獣炎飛,軍事従事,3,S,8,食料,18,両手,鎧,糧食,進撃,秩序,,,,,戦意高揚,50,人間指揮,10,心核穿ち,30,カブト割,40,全力攻撃,50,反撃耐性,30,堅守体躯,50,勇猛果敢,0,心核穿ち,5,武具研磨,70,背水の陣,50,ブレイダー,Lv1,疾風撃剣,ブレイダー,Lv2,抜刀術・飛蓮,キャスター,Lv4,極技・戦嵐武剄,,,,,,,クリア,4398,258,198,148,51,
0306,亡者正景,武将,水,闇,ブレイダー,125,102,74,52,6,男人海騎死超,人魔神炎飛,,0,S,13,マナ,23,両手,鎧,糧食,進撃,破滅,,,,,攻撃支配,15,防御支配,15,巨人狩り,30,カブト割,50,全力攻撃,70,リカバリ,50,無形体躯,50,反撃耐性,50,カブト割,5,報復の牙,15,狂奔の牙,15,ブレイダー,Lv1,血風撃剣,ブレイダー,Lv2,抜刀術・死風,デストロイヤー,Lv4,致命技・凶嵐武剄,,,,,,,クリア,4781,282,213,158,43,
0206,クナ,武将,闇,,ヒーラー,110,57,53,52,12,女人海夜,人魔死,医療従事,3,S,5,食料,15,法衣,道具,糧食,防備,秩序,,,,,遠隔攻撃,0,多段攻撃,4,封印攻撃,0,全体治癒,14,砲撃結界,50,絶対治療,0,イベイド,75,夜行支配,30,砲撃結界,10,強制異常,30,遠隔無効,0,ヒーラー,Lv2,清めの命水,キャスター,Lv3,破魔護風陣,デストロイヤー,Lv4,巫術・龍水波濤,,,,,,,その他,4207,170,160,158,58,
0207,骸巫女クナ,武将,闇,,ヒーラー,115,93,53,52,12,女人海死夜超,人魔神海夜,,0,S,9,マナ,19,法衣,道具,糧食,防備,破滅,,,,,遠隔攻撃,0,多段攻撃,5,大魔術陣,16,魔族医療,24,絶対治療,0,リバイブ,30,イベイド,100,死者支配,30,大毒気陣,5,術式増幅,20,全域無効,0,デストロイヤー,Lv3,黄泉の死水,キャスター,Lv3,魑魅魍魎之宴,ヒーラー,Lv5,屍術・黄泉醜女,,,,,,,クリア,4398,260,160,158,58,
0201,プリシラ,武将,火,,ブレイダー,115,82,68,72,12,女魔獣樹陸,飛樹蟲陸,軍事従事,3,S,12,マナ,22,片手,両手,糧食,進撃,混沌,,,,,速度布陣,16,多段攻撃,3,側面攻撃,12,巨人狩り,45,パリング,65,必殺耐性,40,堅守体躯,40,奇襲戦法,18,必殺耐性,15,確率追撃,100,蟲族指揮,15,ランサー,Lv2,ヴォーパル・スライス,キャスター,Lv1,ビースト・レイジ,ブレイダー,Lv4,ヴォーパル・クロス,,,,,,,その他,4398,233,198,208,58,
0202,マァナ,武将,水,,ヒーラー,110,58,42,56,12,女魔海,,医療従事,3,S,6,マナ,16,法衣,道具,糧食,防備,自由,,,,,戦意高揚,50,戦術補助,50,師団活性,15,全体治癒,14,専守防衛,0,戦術結界,40,バリアー,3,絶対治療,0,バリアー,1,術式増幅,20,海洋指揮,15,キャスター,Lv1,勇壮のマーチ,キャスター,Lv2,慟哭のエレジー,キャスター,Lv4,楽園の為のカンタータ,,,,,,,その他,4207,173,133,168,58,
0203,アラネア,武将,闇,,キャスター,115,72,47,63,21,女魔蟲器毒,樹器毒,工業従事,24,S,14,マナ,24,杖,道具,糧食,計略,混沌,,,,,知力支配,15,虹の毒撃,20,十字攻撃,0,遠隔攻撃,0,複数異常,0,戦術妨害,100,イベイド,85,大毒気陣,18,大毒気陣,5,強酸砲弾,12,強制異常,25,デストロイヤー,Lv2,アラクネ・スレッド,ヒーラー,Lv3,宵闇のエリクシール,デストロイヤー,Lv4,アルケミック・バーン,,,,,,,その他,4398,208,146,185,81,
0204,深淵の蜘蛛アラネア,武将,闇,,キャスター,130,116,72,88,26,女魔蟲器毒超,人魔樹海飛,工業従事,24,S,32,マナ,42,杖,道具,糧食,計略,破滅,,,,,術式増幅,25,対術反射,60,軍団治癒,12,専守防衛,0,戦術妨害,250,イベイド,120,神魔体躯,50,超毒気陣,12,地形無効,0,超強酸陣,12,超強酸砲,10,デストロイヤー,Lv2,ケイオス・スレッド,ヒーラー,Lv3,ケイオス・エフェクト,デストロイヤー,Lv4,ケイオス・フレア,,,,,,,クリア,4972,317,208,248,93,
